product, band, modis_date, dt, value_min, value_max, value_sum, value_range, value_mean, value_variance, value_standard_deviation, pixels_total, pixels_pass_qa, pixels_pass_qa_per_cent, proc_date, value_center
MCD15A3H,Lai_500m,A2010281,08/10/2010,1.2,4.4,926.1002,3.2,3.2045,0.9252,0.9619,289,289,100,2.01521E+12,3.3
MCD15A3H,Lai_500m,A2010285,12/10/2010,0.6,4.4,403.8,3.8,1.3972,0.18,0.4243,289,289,100,2.01521E+12,1.2
MCD15A3H,Lai_500m,A2010289,16/10/2010,0.8,2,370.0001,1.2,1.2803,0.0315,0.1774,289,289,100,2.01521E+12,1.2
MCD15A3H,Lai_500m,A2010293,20/10/2010,0.7,1.5,313.3002,0.8,1.0841,0.0267,0.1635,289,289,100,2.01521E+12,0.9
MCD15A3H,Lai_500m,A2010297,24/10/2010,0.2,1.3,146.5,1.1,0.7591,0.0608,0.2465,289,193,66.78,2.01521E+12,0.6
MCD15A3H,Lai_500m,A2010301,28/10/2010,0.6,1,231.5996,0.4,0.8014,0.0096,0.0981,289,289,100,2.01521E+12,0.7
MCD15A3H,Lai_500m,A2010305,01/11/2010,0.5,1,202.5999,0.5,0.701,0.0324,0.1801,289,289,100,2.01521E+12,0.5
MCD15A3H,Lai_500m,A2010309,05/11/2010,0.6,0.9,232.0001,0.3,0.8028,0.005,0.0705,289,289,100,2.01521E+12,0.8
MCD15A3H,Lai_500m,A2010313,09/11/2010,0.5,0.9,202.8996,0.4,0.7021,0.0025,0.0499,289,289,100,2.01521E+12,0.7
MCD15A3H,Lai_500m,A2010317,13/11/2010,0.5,0.7,146.8,0.2,0.508,0.0014,0.0368,289,289,100,2.01521E+12,0.5
MCD15A3H,Lai_500m,A2010321,17/11/2010,0.3,0.8,185.6997,0.5,0.6426,0.0067,0.0816,289,289,100,2.01521E+12,0.6
MCD15A3H,Lai_500m,A2010325,21/11/2010,0.3,0.8,146.1,0.5,0.5055,0.0024,0.0489,289,289,100,2.01521E+12,0.5
MCD15A3H,Lai_500m,A2010329,25/11/2010,0.4,0.9,157.6,0.5,0.5453,0.0054,0.0734,289,289,100,2.01521E+12,0.5
MCD15A3H,Lai_500m,A2010333,29/11/2010,0.3,0.7,146.1,0.4,0.5055,0.001,0.0317,289,289,100,2.01521E+12,0.5
MCD15A3H,Lai_500m,A2010337,03/12/2010,0.1,1.4,105.8002,1.3,0.3765,0.0295,0.1717,289,281,97.23,2.01521E+12,0.3
MCD15A3H,Lai_500m,A2010341,07/12/2010,0.1,0.9,119.1,0.8,0.4745,0.0157,0.1252,289,251,86.85,2.01521E+12,0.5
MCD15A3H,Lai_500m,A2010345,11/12/2010,0.1,0.8,98.9001,0.7,0.4495,0.011,0.1047,289,220,76.12,2.01521E+12,0.6
MCD15A3H,Lai_500m,A2010349,15/12/2010,0.1,0.7,86.8,0.6,0.4545,0.0102,0.1011,289,191,66.09,2.01521E+12,0.3
MCD15A3H,Lai_500m,A2010353,19/12/2010,0,0,0,0,0,0,0,289,0,0,2.01521E+12,F
MCD15A3H,Lai_500m,A2010357,23/12/2010,0.2,0.3,44.9999,0.1,0.2885,0.001,0.0319,289,156,53.98,2.01521E+12,0.3
MCD15A3H,Lai_500m,A2010361,27/12/2010,0.1,2.3,100.2002,2.2,0.4141,0.0596,0.2442,289,242,83.74,2.01521E+12,0.3
MCD15A3H,Lai_500m,A2010365,31/12/2010,0.3,0.7,145.1,0.4,0.5021,0.0005,0.0219,289,289,100,2.01622E+12,0.5
MCD15A3H,Lai_500m,A2011001,01/01/2011,0.5,0.7,146.4,0.2,0.5066,0.0007,0.0261,289,289,100,2.01522E+12,0.5
MCD15A3H,Lai_500m,A2011005,05/01/2011,0.1,0.7,139.1999,0.6,0.4817,0.0107,0.1034,289,289,100,2.01522E+12,0.5
MCD15A3H,Lai_500m,A2011009,09/01/2011,0.1,0.5,16.4,0.4,0.2689,0.0041,0.0641,289,61,21.11,2.01522E+12,F
MCD15A3H,Lai_500m,A2011013,13/01/2011,0.1,0.7,20,0.6,0.3846,0.0294,0.1714,289,52,17.99,2.01522E+12,F
MCD15A3H,Lai_500m,A2011017,17/01/2011,0,0,0,0,0,0,0,289,0,0,2.01522E+12,F
MCD15A3H,Lai_500m,A2011021,21/01/2011,0.4,0.6,5.1,0.2,0.425,0.0035,0.0595,289,12,4.15,2.01522E+12,F
MCD15A3H,Lai_500m,A2011025,25/01/2011,0.1,2.1,66.1,2,0.6295,0.0806,0.2838,289,105,36.33,2.01522E+12,F
MCD15A3H,Lai_500m,A2011029,29/01/2011,0.1,0.7,43.8,0.6,0.4056,0.0315,0.1773,289,108,37.37,2.01522E+12,F
MCD15A3H,Lai_500m,A2011033,02/02/2011,0.1,0.5,107.7,0.4,0.4207,0.0092,0.096,289,256,88.58,2.01522E+12,0.3
MCD15A3H,Lai_500m,A2011037,06/02/2011,0.1,0.7,92.5001,0.6,0.4039,0.008,0.0893,289,229,79.24,2.01522E+12,0.4
MCD15A3H,Lai_500m,A2011041,10/02/2011,0.1,0.6,79.2,0.5,0.322,0.0215,0.1465,289,246,85.12,2.01522E+12,0.5
MCD15A3H,Lai_500m,A2011045,14/02/2011,0.1,0.6,139.4,0.5,0.484,0.0086,0.0925,289,288,99.65,2.01522E+12,0.5
MCD15A3H,Lai_500m,A2011049,18/02/2011,0.3,0.5,144,0.2,0.4983,0.0002,0.0155,289,289,100,2.01522E+12,0.5
MCD15A3H,Lai_500m,A2011053,22/02/2011,0,0,0,0,0,0,0,289,0,0,2.01522E+12,F
MCD15A3H,Lai_500m,A2011057,26/02/2011,0.5,1.4,203.4997,0.9,0.7042,0.0103,0.1015,289,289,100,2.01522E+12,0.7
MCD15A3H,Lai_500m,A2011061,02/03/2011,0.5,0.9,199.6998,0.4,0.691,0.0034,0.0587,289,289,100,2.01522E+12,0.7
MCD15A3H,Lai_500m,A2011065,06/03/2011,0.1,0.1,0.2,0,0.1,0,0,289,2,0.69,2.01522E+12,F
MCD15A3H,Lai_500m,A2011069,10/03/2011,0.5,1,226.3002,0.5,0.783,0.0039,0.0624,289,289,100,2.01522E+12,0.8
MCD15A3H,Lai_500m,A2011073,14/03/2011,0.6,1,222.8002,0.4,0.7709,0.0048,0.069,289,289,100,2.01522E+12,0.8
MCD15A3H,Lai_500m,A2011077,18/03/2011,0.4,0.8,172.4999,0.4,0.5969,0.0054,0.0736,289,289,100,2.01522E+12,0.6
MCD15A3H,Lai_500m,A2011081,22/03/2011,0.6,0.9,197.5999,0.3,0.6837,0.0046,0.0679,289,289,100,2.01522E+12,0.7
MCD15A3H,Lai_500m,A2011085,26/03/2011,0.6,1.3,238.6004,0.7,0.8256,0.0044,0.0663,289,289,100,2.01522E+12,0.8
MCD15A3H,Lai_500m,A2011089,30/03/2011,0.3,1.4,189.2,1.1,0.6855,0.0422,0.2054,289,276,95.5,2.01522E+12,0.8
MCD15A3H,Lai_500m,A2011093,03/04/2011,0.6,1.2,221,0.6,0.7647,0.0065,0.0807,289,289,100,2.01522E+12,0.9
MCD15A3H,Lai_500m,A2011097,07/04/2011,0.4,1.5,190.3,1.1,0.6585,0.0447,0.2115,289,289,100,2.01522E+12,0.6
MCD15A3H,Lai_500m,A2011101,11/04/2011,0.6,2.2,292.9998,1.6,1.0138,0.0168,0.1295,289,289,100,2.01522E+12,1
MCD15A3H,Lai_500m,A2011105,15/04/2011,0.7,1.7,287.9,1,0.9997,0.0053,0.0729,289,288,99.65,2.01522E+12,1.1
MCD15A3H,Lai_500m,A2011109,19/04/2011,0.6,1.5,221.3,0.9,0.9298,0.0166,0.129,289,238,82.35,2.01522E+12,F
MCD15A3H,Lai_500m,A2011113,23/04/2011,0,0,0,0,0,0,0,289,0,0,2.01522E+12,F
MCD15A3H,Lai_500m,A2011117,27/04/2011,1.2,2.5,489.6004,1.3,1.6941,0.0272,0.1649,289,289,100,2.01522E+12,2
MCD15A3H,Lai_500m,A2011121,01/05/2011,0.3,5.9,430.7001,5.6,2.7787,2.7439,1.6565,289,155,53.63,2.01522E+12,F
MCD15A3H,Lai_500m,A2011125,05/05/2011,1.2,5.4,524.2001,4.2,1.8138,0.3381,0.5815,289,289,100,2.01522E+12,2.5
MCD15A3H,Lai_500m,A2011129,09/05/2011,1.1,6.3,1376.3005,5.2,4.933,0.2826,0.5316,289,279,96.54,2.01522E+12,5.1
MCD15A3H,Lai_500m,A2011133,13/05/2011,0.6,6.6,273.7,6,3.2583,3.576,1.891,289,84,29.07,2.01522E+12,F
MCD15A3H,Lai_500m,A2011137,17/05/2011,1.2,6.7,138.5,5.5,4.4677,3.4196,1.8492,289,31,10.73,2.01522E+12,F
MCD15A3H,Lai_500m,A2011141,21/05/2011,1.2,6.8,846.1996,5.6,4.7539,0.8532,0.9237,289,178,61.59,2.01522E+12,F
MCD15A3H,Lai_500m,A2011145,25/05/2011,0.7,6,376.4001,5.3,3.391,2.4929,1.5789,289,111,38.41,2.01522E+12,1.6
MCD15A3H,Lai_500m,A2011149,29/05/2011,4,6.8,1187.7008,2.8,5.1639,0.3963,0.6295,289,230,79.58,2.01522E+12,F
MCD15A3H,Lai_500m,A2011153,02/06/2011,3.8,6.8,285.8,3,5.9542,0.4133,0.6429,289,48,16.61,2.01522E+12,F
MCD15A3H,Lai_500m,A2011157,06/06/2011,3.2,6.8,581.2001,3.6,5.236,0.4922,0.7016,289,111,38.41,2.01522E+12,F
MCD15A3H,Lai_500m,A2011161,10/06/2011,1,6.8,492.3002,5.8,4.923,1.6996,1.3037,289,100,34.6,2.01522E+12,F
MCD15A3H,Lai_500m,A2011165,14/06/2011,1.7,6.8,929.2003,5.1,4.969,0.9087,0.9532,289,187,64.71,2.01522E+12,5.4
MCD15A3H,Lai_500m,A2011169,18/06/2011,0,0,0,0,0,0,0,289,0,0,2.01522E+12,F
MCD15A3H,Lai_500m,A2011173,22/06/2011,1.6,5.8,42.2,4.2,3.0143,2.2098,1.4865,289,14,4.84,2.01522E+12,F
MCD15A3H,Lai_500m,A2011177,26/06/2011,3,6.8,726.3,3.8,5.5869,0.4308,0.6564,289,130,44.98,2.01522E+12,F
MCD15A3H,Lai_500m,A2011181,30/06/2011,3.9,6.9,1085.0996,3,5.6516,0.3722,0.6101,289,192,66.44,2.01522E+12,F
MCD15A3H,Lai_500m,A2011185,04/07/2011,4.5,6.7,302.6,2.2,5.3088,0.1762,0.4198,289,57,19.72,2.01522E+12,F
MCD15A3H,Lai_500m,A2011189,08/07/2011,1.5,6.8,1187.8995,5.3,5.6033,1.1734,1.0833,289,212,73.36,2.01522E+12,5.9
MCD15A3H,Lai_500m,A2011193,12/07/2011,1,6.8,698.7999,5.8,4.4228,2.3185,1.5227,289,158,54.67,2.01522E+12,6.6
MCD15A3H,Lai_500m,A2011197,16/07/2011,0.8,6.5,451.8999,5.7,3.3474,3.297,1.8158,289,135,46.71,2.01522E+12,F
MCD15A3H,Lai_500m,A2011201,20/07/2011,0.8,6.8,609.1002,6,3.981,2.9596,1.7203,289,153,52.94,2.01522E+12,F
MCD15A3H,Lai_500m,A2011205,24/07/2011,0.5,6.8,550.7001,6.3,4.0793,3.2277,1.7966,289,135,46.71,2.01522E+12,1.7
MCD15A3H,Lai_500m,A2011209,28/07/2011,1.2,6.7,882.6001,5.5,4.2638,1.3606,1.1664,289,207,71.63,2.01522E+12,F
MCD15A3H,Lai_500m,A2011213,01/08/2011,0.7,6.8,1155.6996,6.1,4.428,1.991,1.411,289,261,90.31,2.01522E+12,4.2
MCD15A3H,Lai_500m,A2011217,05/08/2011,0.7,6.7,243.6,6,2.2145,3.01,1.7349,289,110,38.06,2.01522E+12,F
MCD15A3H,Lai_500m,A2011221,09/08/2011,1.3,6.8,815.6,5.5,5.4738,1.3595,1.166,289,149,51.56,2.01522E+12,F
MCD15A3H,Lai_500m,A2011225,13/08/2011,0.6,6.8,536.8001,6.2,3.1763,3.111,1.7638,289,169,58.48,2.01522E+12,F
MCD15A3H,Lai_500m,A2011229,17/08/2011,1.1,6.8,1019.9004,5.7,4.4537,3.3282,1.8243,289,229,79.24,2.01522E+12,F
MCD15A3H,Lai_500m,A2011233,21/08/2011,0.7,6.9,1379.0994,6.2,5.4726,0.6631,0.8143,289,252,87.2,2.01522E+12,6
MCD15A3H,Lai_500m,A2011237,25/08/2011,2.8,6.8,1659.6995,4,5.7429,0.1989,0.4459,289,289,100,2.01522E+12,5.6
MCD15A3H,Lai_500m,A2011241,29/08/2011,3.4,6.8,1464.0015,3.4,5.0657,0.216,0.4647,289,289,100,2.01522E+12,6.7
MCD15A3H,Lai_500m,A2011245,02/09/2011,1.8,6.7,1523.6,4.9,5.272,0.384,0.6196,289,289,100,2.01522E+12,5.5
MCD15A3H,Lai_500m,A2011249,06/09/2011,0,0,0,0,0,0,0,289,0,0,2.01522E+12,F
MCD15A3H,Lai_500m,A2011253,10/09/2011,1.4,6.1,1473.6992,4.7,5.0993,0.2253,0.4747,289,289,100,2.01522E+12,5.4
MCD15A3H,Lai_500m,A2011257,14/09/2011,2,6.8,1473.9009,4.8,5.1,0.4615,0.6793,289,289,100,2.01522E+12,4.9
MCD15A3H,Lai_500m,A2011261,18/09/2011,0.7,4.8,551.0999,4.1,3.2041,1.2628,1.1238,289,172,59.52,2.01522E+12,F
MCD15A3H,Lai_500m,A2011265,22/09/2011,0.4,6.2,392,5.8,2.3333,2.6681,1.6334,289,168,58.13,2.01522E+12,5
MCD15A3H,Lai_500m,A2011269,26/09/2011,0.5,6.7,1382.5996,6.2,4.8174,0.6614,0.8132,289,287,99.31,2.01522E+12,5.3
MCD15A3H,Lai_500m,A2011273,30/09/2011,1.8,6.1,1385.0011,4.3,4.7924,0.3133,0.5597,289,289,100,2.01522E+12,4.9
MCD15A3H,Lai_500m,A2011277,04/10/2011,1.7,6.5,1273.9004,4.8,4.408,0.4462,0.668,289,289,100,2.01522E+12,4.5
MCD15A3H,Lai_500m,A2011281,08/10/2011,0.7,4.4,600.8,3.7,2.0789,0.4623,0.6799,289,289,100,2.01522E+12,1.7
MCD15A3H,Lai_500m,A2011285,12/10/2011,1.2,5.6,760.4995,4.4,2.6315,1.1304,1.0632,289,289,100,2.01522E+12,2.5
MCD15A3H,Lai_500m,A2011289,16/10/2011,0.3,2.8,179.4,2.5,0.7868,0.1414,0.376,289,228,78.89,2.01522E+12,0.5
MCD15A3H,Lai_500m,A2011293,20/10/2011,0.8,3,490.0999,2.2,1.6958,0.1477,0.3843,289,289,100,2.01522E+12,2.1
MCD15A3H,Lai_500m,A2011297,24/10/2011,0.8,1.8,337.9005,1,1.1692,0.0272,0.1649,289,289,100,2.01522E+12,1.1
MCD15A3H,Lai_500m,A2011301,28/10/2011,0.6,1.1,260.5996,0.5,0.9017,0.0067,0.0821,289,289,100,2.01523E+12,0.7
MCD15A3H,Lai_500m,A2011305,01/11/2011,0.6,1,217.7999,0.4,0.7536,0.0066,0.0815,289,289,100,2.01522E+12,0.6
MCD15A3H,Lai_500m,A2011309,05/11/2011,0.5,1.6,215.7996,1.1,0.7467,0.0141,0.1188,289,289,100,2.01523E+12,0.5
MCD15A3H,Lai_500m,A2011313,09/11/2011,0.3,1,190.0998,0.7,0.6624,0.0112,0.1058,289,287,99.31,2.01522E+12,0.7
MCD15A3H,Lai_500m,A2011317,13/11/2011,0.2,0.6,48.7,0.4,0.4348,0.0073,0.0853,289,112,38.75,2.01523E+12,F
MCD15A3H,Lai_500m,A2011321,17/11/2011,0.3,1,138.7001,0.7,0.4799,0.0128,0.1132,289,289,100,2.01522E+12,0.4
MCD15A3H,Lai_500m,A2011325,21/11/2011,0.2,1,50,0.8,0.4425,0.0267,0.1634,289,113,39.1,2.01523E+12,F
MCD15A3H,Lai_500m,A2011329,25/11/2011,0.5,0.9,152.4001,0.4,0.5273,0.0048,0.069,289,289,100,2.01522E+12,0.5
MCD15A3H,Lai_500m,A2011333,29/11/2011,0.3,0.9,149.8,0.6,0.5183,0.0081,0.0898,289,289,100,2.01523E+12,0.4
MCD15A3H,Lai_500m,A2011337,03/12/2011,0,0,0,0,0,0,0,289,0,0,2.01523E+12,F
MCD15A3H,Lai_500m,A2011341,07/12/2011,0.3,0.9,136.0001,0.6,0.4706,0.0104,0.1022,289,289,100,2.01523E+12,0.4
MCD15A3H,Lai_500m,A2011345,11/12/2011,0.5,1.1,152.4,0.6,0.5273,0.0056,0.0747,289,289,100,2.01523E+12,0.5
MCD15A3H,Lai_500m,A2011349,15/12/2011,0.3,0.7,141.6001,0.4,0.49,0.0039,0.0628,289,289,100,2.01523E+12,0.4
MCD15A3H,Lai_500m,A2011353,19/12/2011,0,0,0,0,0,0,0,289,0,0,2.01523E+12,F
MCD15A3H,Lai_500m,A2011357,23/12/2011,0.4,1,152.9001,0.6,0.5291,0.0069,0.0831,289,289,100,2.01523E+12,0.5
MCD15A3H,Lai_500m,A2011361,27/12/2011,0.1,0.9,143.8,0.8,0.4976,0.0138,0.1175,289,289,100,2.01523E+12,0.4
MCD15A3H,Lai_500m,A2011365,31/12/2011,0.3,0.6,140.8,0.3,0.4923,0.0013,0.0356,289,286,98.96,2.01523E+12,0.5
MCD15A3H,Lai_500m,A2012001,01/01/2012,0.3,0.7,142.4,0.4,0.4927,0.0014,0.0379,289,289,100,2.01523E+12,0.5
MCD15A3H,Lai_500m,A2012005,05/01/2012,0.4,1.1,151.0001,0.7,0.5225,0.007,0.0837,289,289,100,2.01523E+12,0.4
MCD15A3H,Lai_500m,A2012009,09/01/2012,0.4,0.9,151.5,0.5,0.5242,0.005,0.0708,289,289,100,2.01524E+12,0.5
MCD15A3H,Lai_500m,A2012013,13/01/2012,0.3,0.6,136.7,0.3,0.473,0.0038,0.0614,289,289,100,2.01524E+12,0.4
MCD15A3H,Lai_500m,A2012017,17/01/2012,0.3,0.9,138.9001,0.6,0.4806,0.0065,0.0805,289,289,100,2.01524E+12,0.3
MCD15A3H,Lai_500m,A2012021,21/01/2012,0,0,0,0,0,0,0,289,0,0,2.01524E+12,F
MCD15A3H,Lai_500m,A2012025,25/01/2012,0.5,0.7,147.6,0.2,0.5107,0.0011,0.0331,289,289,100,2.01524E+12,0.5
MCD15A3H,Lai_500m,A2012029,29/01/2012,0.2,1.1,140.9,0.9,0.4875,0.0163,0.1277,289,289,100,2.01524E+12,0.4
MCD15A3H,Lai_500m,A2012033,02/02/2012,0.4,0.9,149,0.5,0.5156,0.0028,0.0533,289,289,100,2.01524E+12,0.5
MCD15A3H,Lai_500m,A2012037,06/02/2012,0.4,0.7,146.1,0.3,0.5055,0.0013,0.0358,289,289,100,2.01524E+12,0.5
MCD15A3H,Lai_500m,A2012041,10/02/2012,0.3,0.7,139.8,0.4,0.4837,0.003,0.0543,289,289,100,2.01524E+12,0.5
MCD15A3H,Lai_500m,A2012045,14/02/2012,0.3,0.9,138.2001,0.6,0.4782,0.0077,0.0875,289,289,100,2.01524E+12,0.3
MCD15A3H,Lai_500m,A2012049,18/02/2012,0.5,0.9,152.6,0.4,0.528,0.0031,0.0559,289,289,100,2.01524E+12,0.5
MCD15A3H,Lai_500m,A2012053,22/02/2012,0.1,1,105.0002,0.9,0.3777,0.0122,0.1103,289,278,96.19,2.01524E+12,0.3
MCD15A3H,Lai_500m,A2012057,26/02/2012,0.5,1.1,161.6001,0.6,0.5592,0.0066,0.081,289,289,100,2.01524E+12,0.5
MCD15A3H,Lai_500m,A2012061,01/03/2012,0.5,1.1,164.6001,0.6,0.5696,0.0099,0.0993,289,289,100,2.01524E+12,0.5
MCD15A3H,Lai_500m,A2012065,05/03/2012,0.5,1.7,188.5002,1.2,0.6522,0.0212,0.1455,289,289,100,2.01524E+12,0.6
MCD15A3H,Lai_500m,A2012069,09/03/2012,0.6,1.3,202.0998,0.7,0.6993,0.014,0.1185,289,289,100,2.01524E+12,0.6
MCD15A3H,Lai_500m,A2012073,13/03/2012,0.7,1.4,243.4,0.7,0.8422,0.0081,0.0901,289,289,100,2.01524E+12,0.7
MCD15A3H,Lai_500m,A2012077,17/03/2012,0.3,1.6,217.9,1.3,0.754,0.0334,0.1828,289,289,100,2.01524E+12,0.9
MCD15A3H,Lai_500m,A2012081,21/03/2012,0.3,2.1,273.6992,1.8,0.9471,0.0341,0.1847,289,289,100,2.01524E+12,0.9
MCD15A3H,Lai_500m,A2012085,25/03/2012,0.6,1.8,299.1998,1.2,1.0353,0.0233,0.1525,289,289,100,2.01524E+12,1.2
MCD15A3H,Lai_500m,A2012089,29/03/2012,0.9,2.3,337.1005,1.4,1.1664,0.046,0.2146,289,289,100,2.01525E+12,1.1
MCD15A3H,Lai_500m,A2012093,02/04/2012,0.7,1.8,256.1002,1.1,0.9888,0.0905,0.3008,289,259,89.62,2.01525E+12,0.9
MCD15A3H,Lai_500m,A2012097,06/04/2012,1.1,4.5,471.2998,3.4,1.6308,0.1221,0.3494,289,289,100,2.01525E+12,1.5
MCD15A3H,Lai_500m,A2012101,10/04/2012,1.1,6.1,549.6995,5,1.9021,0.4263,0.6529,289,289,100,2.01525E+12,1.9
MCD15A3H,Lai_500m,A2012105,14/04/2012,0.3,2.6,65.9,2.3,0.9153,0.4271,0.6535,289,72,24.91,2.01525E+12,F
MCD15A3H,Lai_500m,A2012109,18/04/2012,1.5,6.3,973.5005,4.8,3.3685,1.0004,1.0002,289,289,100,2.01525E+12,4.5
MCD15A3H,Lai_500m,A2012113,22/04/2012,1.3,6.1,926,4.8,3.2042,1.3762,1.1731,289,289,100,2.01525E+12,2.3
MCD15A3H,Lai_500m,A2012117,26/04/2012,1.8,6.8,1287.4011,5,4.8399,0.6942,0.8332,289,266,92.04,2.01525E+12,4.8
MCD15A3H,Lai_500m,A2012121,30/04/2012,0.5,6.7,580.4003,6.2,3.2607,4.2218,2.0547,289,178,61.59,2.01525E+12,1.6
MCD15A3H,Lai_500m,A2012125,04/05/2012,0.6,6.8,708.8001,6.2,3.8314,3.4517,1.8579,289,185,64.01,2.01524E+12,2.3
MCD15A3H,Lai_500m,A2012129,08/05/2012,3,6.7,1392.8003,3.7,4.8361,0.1629,0.4036,289,288,99.65,2.01525E+12,4.8
MCD15A3H,Lai_500m,A2012133,12/05/2012,2.7,6.8,1442.8997,4.1,4.9927,0.3405,0.5836,289,289,100,2.01525E+12,4.8
MCD15A3H,Lai_500m,A2012137,16/05/2012,2.8,6.7,1480.5989,3.9,5.1232,0.3225,0.5679,289,289,100,2.01525E+12,4.6
MCD15A3H,Lai_500m,A2012141,20/05/2012,0.7,6.8,821.9996,6.1,4.1939,2.4907,1.5782,289,196,67.82,2.01525E+12,4.6
MCD15A3H,Lai_500m,A2012145,24/05/2012,1.7,6.8,1534.8,5.1,5.4233,0.32,0.5657,289,283,97.92,2.01525E+12,4.9
MCD15A3H,Lai_500m,A2012149,28/05/2012,0,0,0,0,0,0,0,289,0,0,2.01525E+12,F
MCD15A3H,Lai_500m,A2012153,01/06/2012,0.6,6.8,277.2,6.2,3.6474,4.5712,2.138,289,76,26.3,2.01525E+12,F
MCD15A3H,Lai_500m,A2012157,05/06/2012,0.8,6.8,834.6004,6,4.1317,1.7272,1.3142,289,202,69.9,2.01525E+12,3.2
MCD15A3H,Lai_500m,A2012161,09/06/2012,1.1,6.8,931.9999,5.7,4.7551,1.1754,1.0842,289,196,67.82,2.01525E+12,F
MCD15A3H,Lai_500m,A2012165,13/06/2012,1.1,6.9,1306.3992,5.8,5.5591,0.863,0.929,289,235,81.31,2.01525E+12,6.6
MCD15A3H,Lai_500m,A2012169,17/06/2012,0.8,6.8,1389.7003,6,5.4074,1.0233,1.0116,289,257,88.93,2.01525E+12,5
MCD15A3H,Lai_500m,A2012173,21/06/2012,0.8,6.9,736.6,6.1,4.3076,2.8166,1.6783,289,171,59.17,2.01525E+12,6.1
MCD15A3H,Lai_500m,A2012177,25/06/2012,3.1,6.9,1647.5002,3.8,5.7007,0.2536,0.5036,289,289,100,2.01525E+12,6
MCD15A3H,Lai_500m,A2012181,29/06/2012,2.9,6.9,1422.0002,4,5.688,0.3726,0.6104,289,250,86.51,2.01525E+12,6.6
MCD15A3H,Lai_500m,A2012185,03/07/2012,3.1,6.8,1655.6001,3.7,5.7287,0.3575,0.5979,289,289,100,2.01525E+12,5.7
MCD15A3H,Lai_500m,A2012189,07/07/2012,0.6,6.8,1317.4991,6.2,4.6886,1.992,1.4114,289,281,97.23,2.01525E+12,5.9
MCD15A3H,Lai_500m,A2012193,11/07/2012,0.7,6.9,700.2004,6.2,4.3222,2.9921,1.7298,289,162,56.06,2.01525E+12,F
MCD15A3H,Lai_500m,A2012197,15/07/2012,0.5,6.8,637.9,6.3,3.8428,5.8637,2.4215,289,166,57.44,2.01525E+12,0.7
MCD15A3H,Lai_500m,A2012201,19/07/2012,2.3,6.8,1472.1006,4.5,5.4725,0.4189,0.6473,289,269,93.08,2.01525E+12,5.2
MCD15A3H,Lai_500m,A2012205,23/07/2012,2,6.9,1503.1998,4.9,5.2014,0.2444,0.4944,289,289,100,2.01525E+12,5.2
MCD15A3H,Lai_500m,A2012209,27/07/2012,0.7,6.8,807.9,6.1,3.793,2.7819,1.6679,289,213,73.7,2.01525E+12,5.1
MCD15A3H,Lai_500m,A2012213,31/07/2012,1.9,6.8,1346.6995,4.9,5.0438,0.7245,0.8512,289,267,92.39,2.01525E+12,5
MCD15A3H,Lai_500m,A2012217,04/08/2012,0.2,6.8,1610.9996,6.6,5.5744,0.556,0.7457,289,289,100,2.01525E+12,6.4
MCD15A3H,Lai_500m,A2012221,08/08/2012,1.7,6.8,1656.3992,5.1,5.7315,0.6548,0.8092,289,289,100,2.01525E+12,6.1
MCD15A3H,Lai_500m,A2012225,12/08/2012,0.6,6.8,842.8,6.2,3.7128,2.4697,1.5715,289,227,78.55,2.01525E+12,F
MCD15A3H,Lai_500m,A2012229,16/08/2012,0.6,6.8,1632.8994,6.2,5.7094,0.8257,0.9087,289,286,98.96,2.01525E+12,5.4
MCD15A3H,Lai_500m,A2012233,20/08/2012,1.1,6.8,1677.0999,5.7,5.8436,0.5672,0.7531,289,287,99.31,2.01525E+12,6.2
MCD15A3H,Lai_500m,A2012237,24/08/2012,0.8,6.7,1160.2999,5.9,4.2974,1.691,1.3004,289,270,93.43,2.01525E+12,4.4
MCD15A3H,Lai_500m,A2012241,28/08/2012,4.3,6.8,1683.6,2.5,5.8256,0.3175,0.5634,289,289,100,2.01525E+12,5.9
MCD15A3H,Lai_500m,A2012245,01/09/2012,0.5,4.7,152.2,4.2,1.4635,1.3227,1.1501,289,104,35.99,2.01525E+12,F
MCD15A3H,Lai_500m,A2012249,05/09/2012,1,6.8,842.6,5.8,4.7605,1.6526,1.2855,289,177,61.25,2.01525E+12,1.1
MCD15A3H,Lai_500m,A2012253,09/09/2012,3.2,6.8,1519.1997,3.6,5.2567,0.2222,0.4714,289,289,100,2.01525E+12,5
MCD15A3H,Lai_500m,A2012257,13/09/2012,0.8,4.6,192.3,3.8,2.0902,0.7254,0.8517,289,92,31.83,2.01525E+12,F
MCD15A3H,Lai_500m,A2012261,17/09/2012,1.4,6.5,1396.1011,5.1,4.8308,0.2525,0.5025,289,289,100,2.01525E+12,4.6
MCD15A3H,Lai_500m,A2012265,21/09/2012,2.1,6.8,1494.8,4.7,5.2084,0.2422,0.4921,289,287,99.31,2.01525E+12,5
MCD15A3H,Lai_500m,A2012269,25/09/2012,0.9,6.6,585.7,5.7,3.6836,2.005,1.416,289,159,55.02,2.01525E+12,F
MCD15A3H,Lai_500m,A2012273,29/09/2012,1.3,6.5,925.1995,5.2,3.2014,2.1009,1.4494,289,289,100,2.01525E+12,1.8
MCD15A3H,Lai_500m,A2012277,03/10/2012,1.6,6.2,1227.0997,4.6,4.246,0.6381,0.7988,289,289,100,2.01525E+12,2.9
